perf/max_memory_allocated_gb,_timestamp,timing_per_token_ms/ref,critic/score/min,val/openai/gsm8k/1_length/mean,timing_s/ref,timing_s/adv,critic/score/max,actor/pg_loss,prompt_length/clip_ratio,difficulty/1_verification/unknown,perf/max_memory_reserved_gb,val/openai/gsm8k/reward/mean,val/openai/gsm8k/0_length/mean,timing_s/step,actor/ppo_kl,global_seqlen/mean,difficulty/0_verification/unknown,difficulty/zero_advantage_ratio/unknown,val/openai/gsm8k/1_length/unknown,difficulty/reward/unknown,perf/mfu/actor,critic/advantages/min,steps/compute_matched_steps,global_seqlen/balanced_min,response_length/clip_ratio,global_seqlen/min,critic/returns/min,val/generations,timing_s/save_checkpoint,perf/throughput,perf/time_per_step,perf/cpu_memory_used_gb,difficulty/length/unknown,prompt_length/max,perf/total_num_tokens,timing_per_token_ms/adv,val/openai/gsm8k/test_score/,difficulty/verification/unknown,val/openai/gsm8k/length/unknown,critic/returns/mean,timing_s/old_log_prob,prompt_length/mean,global_seqlen/minmax_diff,actor/lr,timing_s/gen,critic/rewards/max,critic/advantages/mean,timing_per_token_ms/update_actor,actor/entropy,prompt_length/min,_step,actor/pg_clipfrac_lower,response_length/mean,val/openai/gsm8k/reward/unknown,critic/returns/max,response_length/max,actor/kl_coef,response_length/min,timing_s/testing,difficulty/1_length/unknown,critic/rewards/mean,critic/score/under_2k,steps/steps,difficulty/0_length/unknown,global_seqlen/max,val/openai/gsm8k/0_length/unknown,val/openai/gsm8k/length/mean,critic/advantages/max,global_seqlen/balanced_max,actor/pg_clipfrac,critic/score/mean,critic/score/under_4k,critic/score/under_16k,actor/grad_norm,critic/rewards/min,_runtime,actor/kl_loss,timing_s/update_actor,timing_per_token_ms/gen,critic/score/under_8k,val/openai/gsm8k/test_score/unknown,_run_id,_run_name,_created_at
,1779474007.7548163,,,626.2972972972973,,,,,,,,0.0070128885519332,908.7558694407328,,,,,,626.2972972972973,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_0_c941df3faddeff013ac4.table.json', 'sha256': 'c941df3faddeff013ac47c629f46e6a175106632f8715d8a99f23277e48725b9', 'artifact_path': 'wandb-client-artifact://i9gdw5uplud077r6w4r6pbh7yuo3lud25zszd7czcz55b406h80wtcplpirrl43ki602ql1pkqxjopxbbfexjhgza7id0islz7pmga5po0l469zdubme0ts26e4etq8v/val/generations.table.json', '_type': 'table-file', 'ncols': 10, 'nrows': 1, 'size': 10203, '_latest_artifact_path': 'wandb-client-artifact://yu9a0oxkqyyb4ckod7fdo4xoqe6uflkah4wpl32dk8q9l9zn8grw2fgalb10k75amjqcphzmycv4yjkpmlzyn0eiljivah1bsy26gnclk9sl4x1gwv07sx3t46jwu9xi:latest/val/generations.table.json'}",,,,,,,,,0.0070128885519332,,906.7750189537528,,,,,,,,,,,,3,,,0.0070128885519332,,,,,,,,,,,,908.7558694407328,906.7750189537528,,,,,,,,,817.520114425,,,,,0.0070128885519332,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
79.72261381149292,1779474134.7571638,0.0294650298664037,0.0,,13.987462187999997,0.1959150650000083,1.0,0.0003915275136629,0.0,2.0,86.380859375,,,125.14243633699994,0.0001782147123679,474714.0,3.395303326810176,0.984375,,0.001953125,0.0,-0.353552371263504,0.0,474714.0,0.4921875,474714.0,-0.353552371263504,,,3793.389467994917,125.14243633699994,35.64604949951172,847.20703125,129.0,474714.0,0.0004127012580206,,3.392578125,,-0.0003847122134175,10.420619422999948,79.96875,0.0,1e-06,73.61084995800002,1.0,-0.0003847122134175,0.0565773503646406,0.106586804986,49.0,4,0.0,847.20703125,,2.4748666286468506,1024.0,0.001,275.0,,831.0,0.001953125,0.001953125,4.0,847.2387475538161,474714.0,,,2.4748666286468506,474714.0,0.0,0.001953125,0.001953125,0.001953125,0.004600693937391,0.0,938.392107848,0.0017509835306555,26.858060301000023,0.1697001866380801,0.001953125,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
79.95518207550049,1779474255.6302943,0.0232158444645681,0.0,,11.357051816999956,0.1886494769998989,1.0,3.86637064718431e-05,0.0,2.5,100.662109375,,,120.67373293500007,0.0001064818442823,489194.0,3.4352941176470586,0.96875,,0.00390625,0.0,-0.353552371263504,433770.0,489194.0,0.544921875,489194.0,-0.353552371263504,,,4053.8565278617866,120.67373293500007,35.67697525024414,874.72265625,141.0,489194.0,0.0003856332600152,,3.431640625,,-2.763004340522457e-05,6.2514000919998125,80.734375,0.0,1e-06,79.07720377299995,1.0,-2.763004340522457e-05,0.0485781624427117,0.1104953937953518,52.0,5,0.0,874.72265625,,2.4748666286468506,1024.0,0.001,311.0,,909.5,0.00390625,0.00390625,5.0,874.586274509804,489194.0,,,2.4748666286468506,489194.0,0.0002111093434054,0.00390625,0.00390625,0.00390625,0.1851242929697036,0.0,1058.799860939,0.0022822986356914,23.764145597999917,0.1765675811819816,0.00390625,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.08641195297241,1779474376.0381286,0.0233103674811527,0.0,,11.36012110899992,0.189073437000161,1.0,0.002972316177329,0.0,1.75,100.662109375,,,120.209463552,1.4970913040694236e-05,487342.0,3.3353174603174605,0.890625,,0.015625,0.0,-0.5400605201721191,881628.0,487342.0,0.482421875,487342.0,-0.5400605201721191,,,4054.1067699648,120.209463552,35.65326690673828,865.57421875,162.0,487342.0,0.0003879686893396,,3.310546875,,-0.002954980591312,6.284489922000148,86.265625,0.0,1e-06,78.29123467499994,1.0,-0.002954980591312,0.0493451761883854,0.1039855703711509,44.0,6,2.2490610717795788e-06,865.57421875,,2.4748666286468506,1024.0,0.001,393.0,,750.25,0.015625,0.015625,6.0,867.4047619047619,487342.0,,,2.4748666286468506,487342.0,0.0003302716950808,0.015625,0.015625,0.015625,0.2482150197029113,0.0,1181.766848539,0.0023702322505414,24.04797685400013,0.1766602613758928,0.015625,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.08641195297241,1779474499.004974,0.0234071905448415,0.0,,11.722461467999892,0.1951236590000462,1.0,0.0032616305688861,0.0,2.4615384615384617,100.662109375,,,122.75930471599986,9.732134935802604e-05,500806.0,3.6012024048096194,0.84375,,0.025390625,0.0,-0.5400605201721191,1324802.0,500806.0,0.5390625,500806.0,-0.5400605201721191,,,4079.576706292043,122.75930471599986,35.647953033447266,891.54296875,170.0,500806.0,0.0003896192517662,,3.572265625,,-0.0032243232708424,6.983384788999956,86.59375,0.0,1e-06,79.02485490499998,1.0,-0.0032243232708424,0.0495149800381783,0.1060265549458563,48.0,7,0.0,891.54296875,,2.4748666286468506,1024.0,0.001,294.0,,699.7692307692307,0.025390625,0.025390625,7.0,896.5390781563126,500806.0,,,2.4748666286468506,500806.0,0.000400371761998,0.025390625,0.025390625,0.025390625,0.2162056118249893,0.0,1304.088888221,0.0026886283885687,24.797399092999967,0.1731216835827107,0.025390625,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.08641195297241,1779474621.3274362,0.023369745897816,0.0,,11.72422760099994,0.1937338729999282,1.0,0.0011925662111025,0.0,2.357142857142857,100.662109375,,,122.11945190000006,0.0001193578475653,501684.0,3.216867469879518,0.859375,,0.02734375,0.0,-0.7245674133300781,1781272.0,501684.0,0.55078125,501684.0,-0.7245674133300781,,,4108.141595745237,122.11945190000006,35.6743278503418,897.0546875,194.0,501684.0,0.0003861671350888,,3.193359375,,-0.0010302932932972,6.450785658999848,82.796875,0.0,1e-06,78.86805446699987,1.0,-0.0010302932932972,0.0495228448126706,0.1051666471175849,48.0,8,2.2188298771652626e-06,897.0546875,,2.4748666286468506,1024.0,0.001,331.0,,769.3571428571429,0.02734375,0.02734375,8.0,900.644578313253,501684.0,,,2.4748666286468506,501684.0,0.0004445001713975,0.02734375,0.02734375,0.02734375,0.2372917234897613,0.0,1426.434765166,0.0029258264694362,24.84481887699985,0.1717165865440718,0.02734375,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.08641195297241,1779474743.6733773,0.0236085282779925,0.0,,11.707421955999962,0.189996032999943,1.0,0.0020397785420138,0.0,1.7857142857142858,100.662109375,,,122.14750464200006,4.58315608269796e-05,495898.0,3.734939759036144,0.828125,,0.02734375,0.0,-0.7245674133300781,2240564.0,495898.0,0.576171875,495898.0,-0.7245674133300781,,,4059.829150447392,122.14750464200006,35.670589447021484,884.59765625,165.0,495898.0,0.0003831353080672,,3.681640625,,-0.0020192377269268,6.926097473000027,83.953125,0.0,1e-06,78.83585746499989,1.0,-0.0020192377269268,0.049304544950776,0.1135726801810726,49.0,9,2.206282994349397e-06,884.59765625,,2.4748666286468506,1024.0,0.001,241.0,,805.2142857142857,0.02734375,0.02734375,9.0,886.8293172690763,495898.0,,,2.4748666286468506,495898.0,0.0006858434252564,0.02734375,0.02734375,0.02734375,0.3187642693519592,0.0,1548.520003825,0.0030873243231326,24.45002523199992,0.1740636356239813,0.02734375,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.08641195297241,1779474865.758015,0.0235636399947648,0.0,,11.702646167000012,0.1941441239998766,1.0,0.0015416304212844,0.0,2.5217391304347827,105.365234375,,,121.88511240899992,2.669308612219597e-05,496640.0,3.478527607361963,0.765625,,0.044921875,0.0,-0.7245674133300781,2693478.0,496640.0,0.53125,496640.0,-0.7245674133300781,,,4074.656782802691,121.88511240899992,35.72358322143555,886.0,120.0,496640.0,0.0003909151981311,,3.435546875,,-0.0016273412620648,6.422250907000034,84.0,0.0,1e-06,78.94892442800005,1.0,-0.0016273412620648,0.0494915033907862,0.1129082304335409,55.0,10,2.1992135800481324e-06,886.0,,2.4748666286468506,1024.0,0.001,359.0,,816.695652173913,0.044921875,0.044921875,10.0,889.2597137014315,496640.0,,,2.4748666286468506,496640.0,0.0009637363790158,0.044921875,0.044921875,0.044921875,0.3699683248996734,0.0,1671.056618467,0.004622580949217,24.579460244000074,0.1740373792589589,0.044921875,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.18551540374756,1779474988.2954106,0.0232755255130219,0.0,,11.716666788000111,0.1977716389999386,1.0,0.0007065918950003,0.0,2.537037037037037,105.365234375,,,122.33587827399992,5.416907898477568e-05,503390.0,3.7882096069869,0.53125,,0.10546875,0.0,-0.935412585735321,3147110.0,503390.0,0.521484375,503390.0,-0.935412585735321,,,4114.819030215648,122.33587827399992,35.663169860839844,902.73046875,129.0,503390.0,0.0003928795546195,,3.65625,,-0.0007063681259751,6.489082782999958,80.453125,0.0,1e-06,79.57218557500005,1.0,-0.0007063681259751,0.0483202594906532,0.1070567148347054,46.0,11,2.1763637872232547e-06,902.73046875,,2.4748666286468506,1024.0,0.001,333.0,,851.0,0.10546875,0.10546875,11.0,908.829694323144,503390.0,,,2.4748666286468506,503390.0,0.0018049562791167,0.10546875,0.10546875,0.10546875,0.4506486356258392,0.0,1792.766364456,0.0036123474128544,24.323935424999945,0.1721603848891601,0.10546875,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
80.18551540374756,1779475110.0047386,0.0235990729873426,0.0,,11.669340408000153,0.1906853539999247,1.0,-0.003600908627343,0.0,2.739130434782609,105.55859375,,,121.467599157,6.616142039298035e-05,494483.0,3.334763948497854,0.5625,,0.08984375,0.0,-0.935412585735321,3609308.0,494483.0,0.560546875,494483.0,-0.935412585735321,,,4070.9045328282814,121.467599157,35.74271011352539,881.302734375,169.0,494483.0,0.0003856257019956,,3.28125,,0.0036243379581719,6.372600220000095,84.484375,0.0,1e-06,78.69771899400007,1.0,0.0036243379581719,0.0495473344017896,0.1055787405179392,53.0,12,4.3656947391648445e-06,881.302734375,,2.4748666286468506,1024.0,0.001,334.0,,888.8478260869565,0.08984375,0.08984375,12.0,880.5579399141631,494483.0,,,2.4748666286468506,494483.0,0.0013833210499386,0.08984375,0.08984375,0.08984375,0.437802642583847,0.0,1916.778857674,0.0038784893695265,24.500314557000134,0.1744082667792487,0.08984375,,go4zdpgb,qwen3-1p7b-gsm8k-grpo-clean,2026-05-22T18:08:36Z
