critic/score/max,critic/returns/min,steps/compute_matched_steps,global_seqlen/min,global_seqlen/mean,actor/pg_loss,timing_per_token_ms/gen,perf/max_memory_allocated_gb,difficulty/0_verification/unknown,val/openai/gsm8k/test_score/unknown,actor/ppo_kl,critic/score/under_4k,perf/cpu_memory_used_gb,val/generations,timing_s/update_actor,critic/advantages/min,response_length/min,val/openai/gsm8k/length/unknown,critic/rewards/max,timing_s/old_log_prob,perf/max_memory_reserved_gb,global_seqlen/minmax_diff,val/openai/gsm8k/0_length/mean,critic/returns/max,global_seqlen/max,difficulty/reward/unknown,response_length/clip_ratio,val/openai/gsm8k/1_length/mean,difficulty/length/unknown,perf/mfu/actor,critic/score/min,difficulty/verification/unknown,response_length/max,prompt_length/min,timing_s/save_checkpoint,response_length/mean,timing_s/ref,prompt_length/clip_ratio,critic/returns/mean,actor/lr,actor/kl_loss,val/openai/gsm8k/reward/mean,actor/kl_coef,actor/pg_clipfrac_lower,_runtime,critic/score/mean,critic/rewards/min,critic/advantages/max,critic/score/under_2k,global_seqlen/balanced_max,steps/steps,critic/rewards/mean,timing_per_token_ms/adv,timing_per_token_ms/update_actor,val/openai/gsm8k/0_length/unknown,val/openai/gsm8k/1_length/unknown,global_seqlen/balanced_min,_timestamp,actor/entropy,prompt_length/mean,val/openai/gsm8k/length/mean,perf/throughput,val/openai/gsm8k/reward/unknown,critic/score/under_8k,perf/total_num_tokens,timing_per_token_ms/ref,_step,timing_s/adv,timing_s/testing,actor/pg_clipfrac,timing_s/gen,difficulty/0_length/unknown,critic/advantages/mean,timing_s/step,prompt_length/max,critic/score/under_16k,difficulty/1_length/unknown,difficulty/1_verification/unknown,val/openai/gsm8k/test_score/,actor/grad_norm,difficulty/zero_advantage_ratio/unknown,perf/time_per_step
,,,,,,,,,0.007012888551933283,,,,"{'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_0_c941df3faddeff013ac4.table.json', 'sha256': 'c941df3faddeff013ac47c629f46e6a175106632f8715d8a99f23277e48725b9', 'artifact_path': 'wandb-client-artifact://i9gdw5uplud077r6w4r6pbh7yuo3lud25zszd7czcz55b406h80wtcplpirrl43ki602ql1pkqxjopxbbfexjhgza7id0islz7pmga5po0l469zdubme0ts26e4etq8v/val/generations.table.json', '_type': 'table-file', 'ncols': 10, 'nrows': 1, 'size': 10203, '_latest_artifact_path': 'wandb-client-artifact://yu9a0oxkqyyb4ckod7fdo4xoqe6uflkah4wpl32dk8q9l9zn8grw2fgalb10k75amjqcphzmycv4yjkpmlzyn0eiljivah1bsy26gnclk9sl4x1gwv07sx3t46jwu9xi:latest/val/generations.table.json'}",,,,906.7750189537528,,,,,908.7558694407329,,,,,626.2972972972973,,,,,,,,,,,,,,0.007012888551933283,,,817.520114425,,,,,,,,,,908.7558694407329,626.2972972972973,,1779474007.7548165,,,906.7750189537528,,0.007012888551933283,,,,3,,,,,,,,,,,,0.007012888551933283,,,
1.0,-0.35355237126350403,0.0,474714.0,474714.0,0.00039152751366297405,0.16970018663808015,79.72261381149292,3.395303326810176,,0.000178214712367956,0.001953125,35.64604949951172,,26.858060301000023,-0.35355237126350403,275.0,,1.0,10.420619422999948,86.380859375,0.0,,2.4748666286468506,474714.0,0.001953125,0.4921875,,847.20703125,0.0,0.0,3.392578125,1024.0,49.0,,847.20703125,13.987462187999995,0.0,-0.00038471221341751516,1e-06,0.0017509835306555033,,0.001,0.0,938.392107848,0.001953125,0.0,2.4748666286468506,0.001953125,474714.0,4.0,0.001953125,0.0004127012580206363,0.056577350364640656,,,474714.0,1779474134.7571638,0.10658680498600007,79.96875,,3793.389467994917,,0.001953125,474714.0,0.029465029866403758,4,0.19591506500000833,,0.0,73.61084995800002,847.2387475538161,-0.00038471221341751516,125.14243633699994,129.0,0.001953125,831.0,2.0,,0.004600693937391043,0.984375,125.14243633699994
1.0,-0.35355237126350403,433770.0,489194.0,489194.0,3.86637064718431e-05,0.17656758118198168,79.95518207550049,3.4352941176470586,,0.00010648184428235606,0.00390625,35.67697525024414,,23.764145597999914,-0.35355237126350403,311.0,,1.0,6.2514000919998125,100.662109375,0.0,,2.4748666286468506,489194.0,0.00390625,0.544921875,,874.72265625,0.0,0.0,3.431640625,1024.0,52.0,,874.72265625,11.357051816999956,0.0,-2.763004340522457e-05,1e-06,0.0022822986356914043,,0.001,0.0,1058.799860939,0.00390625,0.0,2.4748666286468506,0.00390625,489194.0,5.0,0.00390625,0.0003856332600152475,0.048578162442711716,,,489194.0,1779474255.6302943,0.11049539379535182,80.734375,,4053.8565278617866,,0.00390625,489194.0,0.023215844464568158,5,0.18864947699989898,,0.00021110934340545247,79.07720377299995,874.586274509804,-2.763004340522457e-05,120.67373293500009,141.0,0.00390625,909.5,2.5,,0.18512429296970367,0.96875,120.67373293500009
1.0,-0.5400605201721191,881628.0,487342.0,487342.0,0.0029723161773290486,0.17666026137589286,80.08641195297241,3.3353174603174605,,1.4970913040694237e-05,0.015625,35.65326690673828,,24.047976854000126,-0.5400605201721191,393.0,,1.0,6.284489922000148,100.662109375,0.0,,2.4748666286468506,487342.0,0.015625,0.482421875,,865.57421875,0.0,0.0,3.310546875,1024.0,44.0,,865.57421875,11.36012110899992,0.0,-0.002954980591312051,1e-06,0.0023702322505414486,,0.001,2.2490610717795788e-06,1181.766848539,0.015625,0.0,2.4748666286468506,0.015625,487342.0,6.0,0.015625,0.00038796868933964443,0.049345176188385416,,,487342.0,1779474376.0381286,0.10398557037115097,86.265625,,4054.1067699647997,,0.015625,487342.0,0.0233103674811527,6,0.189073437000161,,0.0003302716950808341,78.29123467499994,867.4047619047619,-0.002954980591312051,120.20946355199999,162.0,0.015625,750.25,1.75,,0.24821501970291138,0.890625,120.20946355199999
1.0,-0.5400605201721191,1324802.0,500806.0,500806.0,0.0032616305688861758,0.17312168358271077,80.08641195297241,3.6012024048096194,,9.732134935802605e-05,0.025390625,35.647953033447266,,24.797399092999967,-0.5400605201721191,294.0,,1.0,6.983384788999956,100.662109375,0.0,,2.4748666286468506,500806.0,0.025390625,0.5390625,,891.54296875,0.0,0.0,3.572265625,1024.0,48.0,,891.54296875,11.722461467999892,0.0,-0.003224323270842433,1e-06,0.002688628388568759,,0.001,0.0,1304.088888221,0.025390625,0.0,2.4748666286468506,0.025390625,500806.0,7.0,0.025390625,0.0003896192517662453,0.04951498003817839,,,500806.0,1779474499.004974,0.10602655494585633,86.59375,,4079.576706292043,,0.025390625,500806.0,0.0234071905448415,7,0.19512365900004625,,0.0004003717619980307,79.02485490499998,896.5390781563126,-0.003224323270842433,122.75930471599986,170.0,0.025390625,699.7692307692307,2.4615384615384617,,0.21620561182498932,0.84375,122.75930471599986
1.0,-0.7245674133300781,1781272.0,501684.0,501684.0,0.0011925662111025304,0.17171658654407188,80.08641195297241,3.216867469879518,,0.00011935784756533785,0.02734375,35.6743278503418,,24.844818876999852,-0.7245674133300781,331.0,,1.0,6.450785658999848,100.662109375,0.0,,2.4748666286468506,501684.0,0.02734375,0.55078125,,897.0546875,0.0,0.0,3.193359375,1024.0,48.0,,897.0546875,11.724227600999939,0.0,-0.0010302932932972908,1e-06,0.002925826469436288,,0.001,2.2188298771652626e-06,1426.434765166,0.02734375,0.0,2.4748666286468506,0.02734375,501684.0,8.0,0.02734375,0.00038616713508887724,0.04952284481267063,,,501684.0,1779474621.3274362,0.10516664711758494,82.796875,,4108.141595745237,,0.02734375,501684.0,0.023369745897816034,8,0.19373387299992828,,0.0004445001713975216,78.86805446699987,900.644578313253,-0.0010302932932972908,122.11945190000006,194.0,0.02734375,769.3571428571429,2.357142857142857,,0.23729172348976135,0.859375,122.11945190000006
1.0,-0.7245674133300781,2240564.0,495898.0,495898.0,0.002039778542013899,0.17406363562398136,80.08641195297241,3.7349397590361444,,4.58315608269796e-05,0.02734375,35.670589447021484,,24.450025231999916,-0.7245674133300781,241.0,,1.0,6.926097473000027,100.662109375,0.0,,2.4748666286468506,495898.0,0.02734375,0.576171875,,884.59765625,0.0,0.0,3.681640625,1024.0,49.0,,884.59765625,11.707421955999962,0.0,-0.0020192377269268036,1e-06,0.003087324323132634,,0.001,2.206282994349397e-06,1548.520003825,0.02734375,0.0,2.4748666286468506,0.02734375,495898.0,9.0,0.02734375,0.00038313530806727,0.049304544950776,,,495898.0,1779474743.6733773,0.11357268018107261,83.953125,,4059.8291504473923,,0.02734375,495898.0,0.023608528277992574,9,0.18999603299994305,,0.0006858434252564855,78.83585746499989,886.8293172690763,-0.0020192377269268036,122.14750464200006,165.0,0.02734375,805.2142857142857,1.7857142857142858,,0.31876426935195923,0.828125,122.14750464200006
1.0,-0.7245674133300781,2693478.0,496640.0,496640.0,0.001541630421284466,0.17403737925895893,80.08641195297241,3.478527607361963,,2.669308612219597e-05,0.044921875,35.72358322143555,,24.579460244000074,-0.7245674133300781,359.0,,1.0,6.422250907000034,105.365234375,0.0,,2.4748666286468506,496640.0,0.044921875,0.53125,,886.0,0.0,0.0,3.435546875,1024.0,55.0,,886.0,11.702646167000012,0.0,-0.0016273412620648742,1e-06,0.004622580949217081,,0.001,2.1992135800481324e-06,1671.056618467,0.044921875,0.0,2.4748666286468506,0.044921875,496640.0,10.0,0.044921875,0.00039091519813119497,0.04949150339078623,,,496640.0,1779474865.758015,0.11290823043354097,84.0,,4074.656782802691,,0.044921875,496640.0,0.023563639994764844,10,0.19414412399987668,,0.0009637363790158904,78.94892442800005,889.2597137014315,-0.0016273412620648742,121.88511240899993,120.0,0.044921875,816.695652173913,2.5217391304347827,,0.36996832489967346,0.765625,121.88511240899993
1.0,-0.935412585735321,3147110.0,503390.0,503390.0,0.0007065918950003482,0.17216038488916016,80.18551540374756,3.7882096069868996,,5.416907898477568e-05,0.10546875,35.663169860839844,,24.323935424999945,-0.935412585735321,333.0,,1.0,6.489082782999958,105.365234375,0.0,,2.4748666286468506,503390.0,0.10546875,0.521484375,,902.73046875,0.0,0.0,3.65625,1024.0,46.0,,902.73046875,11.716666788000111,0.0,-0.000706368125975132,1e-06,0.003612347412854433,,0.001,2.1763637872232547e-06,1792.766364456,0.10546875,0.0,2.4748666286468506,0.10546875,503390.0,11.0,0.10546875,0.0003928795546195567,0.04832025949065326,,,503390.0,1779474988.2954106,0.10705671483470548,80.453125,,4114.819030215648,,0.10546875,503390.0,0.023275525513021936,11,0.19777163899993866,,0.0018049562791167127,79.57218557500005,908.829694323144,-0.000706368125975132,122.33587827399992,129.0,0.10546875,851.0,2.537037037037037,,0.45064863562583923,0.53125,122.33587827399992
1.0,-0.935412585735321,3609308.0,494483.0,494483.0,-0.0036009086273430337,0.17440826677924873,80.18551540374756,3.334763948497854,,6.616142039298035e-05,0.08984375,35.74271011352539,,24.500314557000138,-0.935412585735321,334.0,,1.0,6.372600220000095,105.55859375,0.0,,2.4748666286468506,494483.0,0.08984375,0.560546875,,881.302734375,0.0,0.0,3.28125,1024.0,53.0,,881.302734375,11.669340408000153,0.0,0.0036243379581719637,1e-06,0.0038784893695265055,,0.001,4.3656947391648445e-06,1916.778857674,0.08984375,0.0,2.4748666286468506,0.08984375,494483.0,12.0,0.08984375,0.0003856257019956696,0.04954733440178962,,,494483.0,1779475110.0047386,0.10557874051793929,84.484375,,4070.9045328282814,,0.08984375,494483.0,0.023599072987342644,12,0.1906853539999247,,0.0013833210499386392,78.69771899400007,880.5579399141631,0.0036243379581719637,121.467599157,169.0,0.08984375,888.8478260869565,2.739130434782609,,0.43780264258384705,0.5625,121.467599157
1.0,-1.6201815605163574,4060535.0,509193.0,509193.0,-0.0030970735824666917,0.17124438527850175,80.18551540374756,4.239373601789709,,5.004562398136514e-05,0.126953125,35.66865158081055,,24.714903177999986,-1.6201815605163574,320.0,,1.0,6.599231691000114,105.55859375,0.0,,2.4748666286468506,509193.0,0.126953125,0.611328125,,908.986328125,0.0,0.0,4.009765625,1024.0,52.0,,908.986328125,12.562392363000072,0.0,0.0031092704739421606,1e-06,0.005514626856893301,,0.001,6.4337311869167024e-06,2035.978692825,0.126953125,0.0,2.4748666286468506,0.126953125,509193.0,13.0,0.126953125,0.00038364951207118484,0.04853739776077045,,,509193.0,1779475234.0174935,0.11572199175134301,85.53125,,4112.744516905095,,0.126953125,509193.0,0.02467118040310859,13,0.19535164600006283,,0.0016311784274876118,79.697308153,919.917225950783,0.0031092704739421606,123.8085657659999,185.0,0.126953125,833.8153846153846,2.4307692307692306,,0.4797319173812866,0.59375,123.8085657659999
1.0,-1.6201815605163574,4525936.0,477348.0,477348.0,0.0020533685572445394,0.1781617610669614,80.18551540374756,3.40632603406326,,1.7762649652771264e-06,0.197265625,35.6580924987793,,23.611484015000315,-1.6201815605163574,326.0,,1.0,6.190023607000057,105.55859375,0.0,,2.4748666286468506,477348.0,0.197265625,0.46484375,,851.3515625,0.0,0.0,3.251953125,1024.0,50.0,,851.3515625,11.31151197700001,0.0,-0.001981947338208556,1e-06,0.007135193329304457,,0.001,2.353218102750058e-06,2157.108211253,0.197265625,0.0,2.4748666286468506,0.197265625,477348.0,14.0,0.197265625,0.0003985808278244153,0.049463879632889035,,,477348.0,1779475353.216539,0.10890879233678182,80.96875,,4011.355807650421,,0.197265625,477348.0,0.023696573520785694,14,0.190261761000329,,0.0015900438578682952,77.65928635499995,864.3844282238443,-0.001981947338208556,118.99916708699993,143.0,0.197265625,798.3168316831683,2.623762376237624,,0.5135156512260437,0.4375,118.99916708699993
1.0,-1.6201815605163574,4961828.0,492581.0,492581.0,-0.0014000735996711638,0.1738647522794701,80.18551540374756,3.5511811023622046,,9.532083194860587e-05,0.255859375,35.689109802246094,,24.312803789999634,-1.6201815605163574,358.0,,1.0,6.372672222000347,105.55859375,0.0,,2.4748666286468506,492581.0,0.255859375,0.53125,,880.181640625,0.0,0.0,3.33984375,1024.0,50.0,,880.181640625,11.664380053000059,0.0,0.0016900325426831841,1e-06,0.010041819885373116,,0.001,1.0987540243208528e-05,2280.404612098,0.255859375,0.0,2.4748666286468506,0.255859375,492581.0,15.0,0.255859375,0.00038702397778257855,0.049357981306627,,,492581.0,1779475474.3460743,0.10570684988652507,81.890625,,4073.2922592710156,,0.255859375,492581.0,0.023680125812810603,15,0.1906406580001203,,0.0019399234799728278,78.35267220900005,886.9448818897638,0.0016900325426831841,120.92945181599998,152.0,0.255859375,860.5114503816794,2.7251908396946565,,0.5760098099708557,0.296875,120.92945181599998
1.0,-2.4748666286468506,5412481.0,500968.0,500968.0,-0.0025182996469084173,0.17263096545697115,80.18551540374756,4.127167630057803,,6.142156792066089e-05,0.32421875,35.6602668762207,,24.795793100000083,-2.4748666286468506,272.0,,1.0,6.462194875000023,105.55859375,0.0,,2.4748666286468506,500968.0,0.32421875,0.583984375,,896.1875,0.0,0.0,3.611328125,1024.0,53.0,,896.1875,11.72178738599996,0.0,0.002760024508461356,1e-06,0.010286444798111916,,0.001,2.2027209070074605e-06,2400.965950979,0.32421875,0.0,2.4748666286468506,0.32421875,500968.0,16.0,0.32421875,0.0003912792513696012,0.04949576240398605,,,500968.0,1779475597.6425536,0.11730376002378762,82.265625,,4092.0096754469705,,0.32421875,500968.0,0.023398275710224924,16,0.1960183840001264,,0.002160365918825846,79.2113732380003,914.4826589595376,0.002760024508461356,122.42590798499987,178.0,0.32421875,858.0542168674699,2.536144578313253,,0.5971304178237915,0.359375,122.42590798499987
1.0,-2.4748666286468506,5871329.0,486817.0,486817.0,-0.0009498098835108742,0.1757459793395154,80.18551540374756,3.7716262975778547,,0.00013494623858752028,0.435546875,35.73164749145508,,23.66250832300011,-2.4748666286468506,292.0,,1.0,6.28090688400016,105.55859375,0.0,,2.4748666286468506,486817.0,0.435546875,0.513671875,,875.955078125,0.0,0.0,3.30078125,1024.0,45.0,,875.955078125,11.364308053000059,0.0,0.0013255998492240906,1e-06,0.011262953281402588,,0.001,2.1878774033769243e-06,2524.941430407,0.435546875,0.0,2.4748666286468506,0.435546875,486817.0,17.0,0.435546875,0.0003917197530078906,0.04860657767292455,,,486817.0,1779475718.2045498,0.11149490047847072,74.859375,,4044.7629574179036,,0.435546875,486817.0,0.02334410682658999,17,0.19069583500004228,,0.0018573507681609162,78.82013852799992,902.3044982698962,0.0013255998492240906,120.35736213099972,126.0,0.435546875,841.8071748878924,2.690582959641256,,0.5868552327156067,0.25,120.35736213099972
1.0,-2.4748666286468506,6319818.0,507402.0,507402.0,0.00146899154788116,0.1725414537337274,80.18551540374756,4.484641638225256,,0.00010594540802344454,0.427734375,35.7227897644043,,24.655781079999997,-2.4748666286468506,372.0,,1.0,6.535701589999917,105.55859375,0.0,,2.4748666286468506,507402.0,0.427734375,0.58984375,,911.92578125,0.0,0.0,3.771484375,1024.0,51.0,,911.92578125,11.770934440000019,0.0,-0.001095303799957037,1e-06,0.011050158180296421,,0.001,1.0507059187148116e-05,2650.517079274,0.427734375,0.0,2.4748666286468506,0.427734375,507402.0,18.0,0.427734375,0.00039107848017917707,0.048592203184063126,,,507402.0,1779475842.1797793,0.1185247318353504,79.09375,,4099.519037981827,,0.427734375,507402.0,0.023198439186286255,18,0.1984340029998748,,0.0026326409279135987,80.56063999699973,943.6450511945393,-0.001095303799957037,123.77110468299998,125.0,0.427734375,869.4885844748859,2.817351598173516,,0.6346230506896973,0.265625,123.77110468299998
1.0,-2.4748666286468506,6786724.0,513977.0,513977.0,0.0028755866700190713,0.17234117923140566,80.18551540374756,4.680161943319838,,5.5646270166934386e-05,0.517578125,35.75625228881836,,24.971781467000255,-2.4748666286468506,311.0,,1.0,6.658546904000104,105.55859375,0.0,,2.4748666286468506,513977.0,0.517578125,0.64453125,,922.798828125,0.0,0.0,3.59765625,1024.0,52.0,,922.798828125,12.075256589000219,0.0,-0.002438431605696678,1e-06,0.012758158147335052,,0.001,2.1043771553333057e-06,2774.432568245,0.517578125,0.0,2.4748666286468506,0.517578125,513977.0,19.0,0.517578125,0.00038513663840947275,0.048585406481224364,,,513977.0,1779475967.7551107,0.11099933313600945,81.0625,,4099.7823696586765,,0.517578125,513977.0,0.023493768376795496,19,0.19795137399978557,,0.0018343553017599113,81.42655397499993,964.9352226720648,-0.002438431605696678,125.36689844900002,235.0,0.517578125,883.5245283018868,2.5886792452830187,,0.5265522599220276,0.328125,125.36689844900002
