val/openai/gsm8k/reward/mean,val/openai/gsm8k/length/mean,critic/score/max,perf/throughput,actor/grad_norm,global_seqlen/min,val/openai/gsm8k/1_length/unknown,timing_s/old_log_prob,difficulty/1_length/unknown,steps/compute_matched_steps,difficulty/verification/unknown,critic/rewards/mean,actor/kl_loss,timing_per_token_ms/update_actor,timing_s/gen,global_seqlen/max,critic/advantages/mean,timing_s/update_actor,difficulty/1_verification/unknown,perf/total_num_tokens,actor/pg_loss,response_length/clip_ratio,perf/cpu_memory_used_gb,difficulty/0_verification/unknown,perf/max_memory_reserved_gb,critic/score/under_4k,val/openai/gsm8k/1_length/mean,val/openai/gsm8k/test_score/,global_seqlen/minmax_diff,_step,_timestamp,global_seqlen/mean,val/openai/gsm8k/0_length/unknown,critic/score/min,response_length/max,timing_per_token_ms/adv,difficulty/length/unknown,critic/score/mean,critic/score/under_16k,response_length/min,timing_s/adv,critic/rewards/min,timing_s/testing,prompt_length/max,perf/mfu/actor,difficulty/0_length/unknown,val/openai/gsm8k/test_score/unknown,critic/advantages/min,val/generations,timing_per_token_ms/gen,critic/returns/mean,_runtime,critic/returns/max,global_seqlen/balanced_max,val/openai/gsm8k/length/unknown,critic/rewards/max,critic/score/under_8k,timing_s/step,actor/pg_clipfrac_lower,timing_per_token_ms/ref,critic/score/under_2k,timing_s/save_checkpoint,actor/ppo_kl,prompt_length/min,difficulty/reward/unknown,difficulty/zero_advantage_ratio/unknown,timing_s/ref,perf/max_memory_allocated_gb,prompt_length/mean,perf/time_per_step,steps/steps,actor/pg_clipfrac,actor/lr,actor/entropy,response_length/mean,val/openai/gsm8k/reward/unknown,actor/kl_coef,critic/returns/min,global_seqlen/balanced_min,critic/advantages/max,prompt_length/clip_ratio,val/openai/gsm8k/0_length/mean
0.8711144806671721,877.0936315390447,,,,,861.5184943429068,,,,,,,,,,,,,,,,,,,,861.5184943429068,0.8711144806671721,,300,1779660842.258158,,982.3632352941177,,,,,,,,,,,,,,0.8711144806671721,,"{'nrows': 1, 'sha256': 'd525e732a60320d5591046f6a8539a6a3bb504aeaf18ecb941092008a66ee4c5', 'log_mode': 'IMMUTABLE', 'size': 10171, 'path': 'media/table/val/generations_0_d525e732a60320d55910.table.json', 'ncols': 10, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://lps8jma9ptoi8eloc50es5l4cmenfd8yzbw34ij3f8t4p7l3wsjtfpelsuhe9s55ap37owycpwhvq8rzu9v4yghivpoiatj8g2sra4vpw0wknp8zyo2oq39petski8ve/val/generations.table.json', '_latest_artifact_path': 'wandb-client-artifact://0p0z112nvi6x0xg21niwsfvfxmdxkjgs8qlv9goqhok3rctny6hsgy89ewaivu2fjcbpws0mdjf8y5jjy27lgpnmxqnapxlhsoa21jq41owmbut0eica80885xhl4rbi:latest/val/generations.table.json'}",,,530.60162845,,,877.0936315390447,,,,,,,,,,,,,,,,,,,,,0.8711144806671721,,,,,,982.3632352941177
,,1.0,5337.326148894301,0.32403093576431274,484723.0,,9.357412109999927,853.2389380530974,0.0,2.126953125,0.8828125,0.15415672957897186,0.05269360569438623,45.66809209799999,484723.0,-0.002672363305464387,25.541802632999975,1.9026548672566372,484723.0,0.0027666502030721557,0.5625,35.9869384765625,3.816666666666667,104.79296875,0.8828125,,,0.0,301,1779660934.3531787,484723.0,,0.0,1024.0,0.000241126185470736,869.037109375,0.8828125,0.8828125,304.0,0.11687940799993157,0.0,,146.0,0.0,988.05,,-2.4748666286468506,,0.10263715026284026,-0.002672363305464387,612.619398783,2.4748666286468506,484723.0,,1.0,0.8828125,90.81757166,0.0,0.020820737957555107,0.8828125,,9.904798299431583e-05,48.0,0.8828125,0.84375,10.092290564999985,80.04781723022461,77.6875,90.81757166,301.0,0.0007102378818672151,1e-06,0.14487926810979843,869.037109375,,0.001,-2.4748666286468506,484723.0,2.4748666286468506,0.0,
,,1.0,5908.256013096418,0.2003764808177948,483837.0,,6.133799588000102,849.3672566371681,444947.0,2.3359375,0.8828125,0.1618817150592804,0.048625792934397366,45.38478998599999,483837.0,-0.0006834617233835161,23.526957776000017,2.1283185840707963,483837.0,0.0006685200935559502,0.552734375,36.10341262817383,3.9,104.79296875,0.8828125,,,0.0,302,1779661016.3712013,483837.0,,0.0,1024.0,0.0002309672575682137,867.212890625,0.8828125,0.8828125,318.0,0.11175050500003181,0.0,,139.0,0.0,1001.65,,-2.4748666286468506,,0.10221500268235387,-0.0006834617233835161,694.452991492,1.6201815605163574,483837.0,,1.0,0.8828125,81.89167817499992,0.0,0.01388023615391131,0.8828125,,7.902336773757401e-05,44.0,0.8828125,0.890625,6.715771819999986,80.04781723022461,77.78125,81.89167817499992,302.0,0.0003100795666493165,1e-06,0.14861393868923187,867.212890625,,0.001,-2.4748666286468506,483837.0,1.6201815605163574,0.0,
,,1.0,5967.160711328722,0.19678111374378204,487500.0,,6.092108305000011,856.089770354906,888960.0,2.287109375,0.935546875,0.16078446805477142,0.048580890215384545,45.397450178999975,487500.0,-0.000882837048266083,23.683183979999967,2.144050104384134,487500.0,0.00103213487853927,0.51171875,36.10634994506836,4.363636363636363,104.79296875,0.935546875,,,0.0,303,1779661098.20493,487500.0,,0.0,1024.0,0.00022859524717951457,863.8671875,0.935546875,0.935546875,309.0,0.11144018300001335,0.0,,161.0,0.0,976.7575757575758,,-1.6201815605163574,,0.10263949848293008,-0.000882837048266083,769.954855738,2.4748666286468506,487500.0,,1.0,0.935546875,81.69714602700003,0.0,0.013120822676922985,0.935546875,,0.00020924212258104227,56.0,0.935546875,0.921875,6.396401054999956,80.04781723022461,88.28125,81.69714602700003,303.0,0.00017283972157465836,1e-06,0.14698505569850245,863.8671875,,0.001,-1.6201815605163574,487500.0,2.4748666286468506,0.0,
,,1.0,6206.756035886273,0.15418221056461334,467875.0,,5.890644820000034,824.8577319587629,1331260.0,1.935546875,0.947265625,0.14698009192943573,0.04827490952284265,40.59580570200001,467875.0,0.0002485710720065981,22.586623293000002,1.888659793814433,467875.0,-0.0001130778806403517,0.451171875,36.01542663574219,2.7777777777777777,104.79296875,0.947265625,,,0.0,304,1779661173.7067692,467875.0,,0.0,1024.0,0.00023569480737380155,833.177734375,0.947265625,0.947265625,313.0,0.1102757080000174,0.0,,190.0,0.0,982.6296296296297,,-2.4748666286468506,,0.09516418855239378,0.0002485710720065981,850.693151556,1.6201815605163574,467875.0,,1.0,0.947265625,75.38156764899998,0.0,0.013212605948169863,0.947265625,,0.00012925238928194934,43.0,0.947265625,0.890625,6.1818480079999745,80.04781723022461,80.640625,75.38156764899998,304.0,0.00025607503800226066,1e-06,0.13300038228432337,833.177734375,,0.001,-2.4748666286468506,467875.0,1.6201815605163574,0.0,
,,1.0,5969.154727917948,0.31242635846138,481204.0,,6.105480943000089,838.3392857142857,1757847.0,2.072265625,0.875,0.15073004364967346,0.04778143342116866,44.676555497000095,481204.0,0.001509253866970539,22.992616888000043,1.9821428571428572,481204.0,-0.001665167510509491,0.482421875,36.013427734375,2.703125,104.79296875,0.875,,,0.0,305,1779661254.4450269,481204.0,,0.0,1024.0,0.00024496696619321,852.9921875,0.875,0.875,351.0,0.11787908400003744,0.0,,158.0,0.0,955.5625,,-2.4748666286468506,,0.10229741694448792,0.001509253866970539,933.357682815,2.4748666286468506,481204.0,,1.0,0.875,80.61509911100006,0.0,0.013934239312225196,0.875,,0.00016460333395116323,49.0,0.875,0.875,6.705211694000013,80.09274053573608,86.859375,80.61509911100006,305.0,0.0005544645047242132,1e-06,0.14314479778210323,852.9921875,,0.001,-2.4748666286468506,481204.0,2.4748666286468506,0.0,
,,1.0,5954.498788358816,0.39542892575263977,491467.0,,6.161036791000015,858.7108695652174,2194579.0,2.380859375,0.8984375,0.1665640026330948,0.04854243122936029,45.94256390499993,491467.0,-0.004049327690154314,23.857003049000014,2.1978260869565216,491467.0,0.004196849997125326,0.525390625,36.04413986206055,4.0,104.79296875,0.8984375,,,0.0,306,1779661337.1087575,491467.0,,0.0,1024.0,0.00023809378452654622,874.162109375,0.8984375,0.8984375,317.0,0.1170152379999081,0.0,,152.0,0.0,1010.8461538461538,,-2.4748666286468506,,0.10264866111745384,-0.004049327690154314,1012.506307847,2.4748666286468506,491467.0,,1.0,0.8984375,82.53708959700009,0.0,0.013108697318436587,0.8984375,,0.00014172477551847997,52.0,0.8984375,0.78125,6.442492145000074,80.09274053573608,85.734375,82.53708959700009,306.0,0.0007828544579341167,1e-06,0.14699150549788628,874.162109375,,0.001,-2.4748666286468506,491467.0,2.4748666286468506,0.0,
,,1.0,6008.990339660197,0.29156503081321716,474853.0,,5.969238866999831,833.5873684210526,2642150.0,2.150390625,0.927734375,0.16550347208976746,0.048584546337498334,43.596370334000085,474853.0,-0.004101685248315334,23.070517582000093,2.0168421052631578,474853.0,0.004284512988912563,0.453125,36.068992614746094,3.864864864864865,104.79296875,0.927734375,,,0.0,307,1779661416.2580864,474853.0,,0.0,1024.0,0.00023791513794804456,845.837890625,0.927734375,0.927734375,315.0,0.1129747170000428,0.0,,159.0,0.0,1003.1081081081081,,-2.4748666286468506,,0.10066841619695727,-0.004101685248315334,1094.34936356,1.6201815605163574,474853.0,,1.0,0.927734375,79.02375826199989,0.0,0.013175710918958167,0.927734375,,3.226614662708016e-05,53.0,0.927734375,0.859375,6.256525857000042,80.09274053573608,81.609375,79.02375826199989,307.0,0.0004666618595365435,1e-06,0.1461678812901179,845.837890625,,0.001,-2.4748666286468506,474853.0,1.6201815605163574,0.0,
,,1.0,5957.2145606979075,0.08675689995288849,486807.0,,6.394775589000119,859.41431670282,3075219.0,2.2421875,0.900390625,0.1469542682170868,0.04861169398755597,45.07360580700015,486807.0,0.0018234398448839784,23.66451291500016,2.054229934924078,486807.0,-0.0018022538072639896,0.48828125,36.02106475830078,3.9411764705882355,104.79296875,0.900390625,,,0.0,308,1779661498.1012664,486807.0,,0.0,1024.0,0.0002507845696549504,866.638671875,0.900390625,0.900390625,348.0,0.12208368400001746,0.0,,128.0,0.0,931.9411764705883,,-2.4748666286468506,,0.1015814193374639,0.0018234398448839784,1175.416721231,2.4748666286468506,486807.0,,1.0,0.900390625,81.71721784400006,2.206282994349397e-06,0.01323948880357101,0.900390625,,1.9335378408047085e-05,51.0,0.900390625,0.890625,6.445075825999993,80.09274053573608,84.15625,81.71721784400006,308.0,5.530492888928782e-05,1e-06,0.14610902099840103,866.638671875,,0.001,-2.4748666286468506,486807.0,2.4748666286468506,0.0,
,,1.0,5950.0252810386755,0.2624451816082001,481526.0,,6.0869826229998125,834.2136563876652,3518938.0,2.42578125,0.88671875,0.16479620337486267,0.04842267253481646,45.002026601000125,481526.0,-0.0020430844742804766,23.316775815000028,2.251101321585903,481526.0,0.002233797249694665,0.498046875,36.02439498901367,3.793103448275862,105.5859375,0.88671875,,,0.0,309,1779661579.1686091,481526.0,,0.0,1024.0,0.00023553693673848737,854.68359375,0.88671875,0.88671875,374.0,0.11341715899993687,0.0,,160.0,0.0,1014.9137931034483,,-2.4748666286468506,,0.10283873921041714,-0.0020430844742804766,1258.329998583,2.4748666286468506,481526.0,,1.0,0.88671875,80.92839563799998,0.0,0.01327476408542806,0.88671875,,3.715402866267444e-05,53.0,0.88671875,0.875,6.392144050999832,80.19278287887573,85.796875,80.92839563799998,309.0,0.00043355008674552666,1e-06,0.15899876058101653,854.68359375,,0.001,-2.4748666286468506,481526.0,2.4748666286468506,0.0,
