difficulty/1_length/unknown,critic/returns/min,actor/pg_clipfrac,perf/mfu/actor,critic/advantages/mean,timing_s/ref,critic/score/min,timing_s/gen,critic/score/under_8k,prompt_length/max,val/HuggingFaceH4/MATH-500/length/unknown,val/HuggingFaceH4/MATH-500/reward/unknown,critic/score/mean,timing_s/adv,global_seqlen/balanced_min,actor/pg_loss,global_seqlen/minmax_diff,difficulty/zero_advantage_ratio/unknown,steps/steps,difficulty/reward/unknown,perf/max_memory_allocated_gb,critic/rewards/min,critic/returns/mean,global_seqlen/balanced_max,val/HuggingFaceH4/MATH-500/test_score/unknown,timing_s/old_log_prob,_runtime,response_length/max,actor/ppo_kl,actor/lr,val/HuggingFaceH4/MATH-500/1_length/unknown,response_length/min,critic/score/under_2k,actor/pg_clipfrac_lower,critic/returns/max,critic/advantages/max,difficulty/1_verification/unknown,response_length/clip_ratio,perf/time_per_step,critic/rewards/mean,actor/kl_coef,global_seqlen/max,prompt_length/mean,timing_s/testing,perf/total_num_tokens,timing_per_token_ms/update_actor,perf/cpu_memory_used_gb,_step,critic/score/max,timing_per_token_ms/adv,actor/grad_norm,global_seqlen/min,critic/advantages/min,timing_s/update_actor,val/HuggingFaceH4/MATH-500/length/mean,critic/rewards/max,difficulty/length/unknown,actor/entropy,val/HuggingFaceH4/MATH-500/0_length/unknown,prompt_length/min,val/HuggingFaceH4/MATH-500/reward/mean,prompt_length/clip_ratio,critic/score/under_16k,timing_per_token_ms/gen,response_length/mean,difficulty/0_verification/unknown,val/HuggingFaceH4/MATH-500/0_length/mean,steps/compute_matched_steps,difficulty/verification/unknown,perf/throughput,_timestamp,actor/kl_loss,timing_per_token_ms/ref,perf/max_memory_reserved_gb,global_seqlen/mean,val/generations,timing_s/save_checkpoint,timing_s/step,difficulty/0_length/unknown,critic/score/under_4k,val/HuggingFaceH4/MATH-500/1_length/mean,val/HuggingFaceH4/MATH-500/test_score/
,,,,,,,,,,1919.4230382293763,0.3677062374245473,,,,,,,,,,,,,0.3677062374245473,,619.947311188,,,,1705.437756497948,,,,,,,,,,,,,,,,,1,,,,,,,1919.4230382293763,,,,2043.8647573587907,,0.3677062374245473,,,,,,2043.8647573587907,,,,1779932188.5979137,,,,,"{'_type': 'table-file', 'nrows': 1, 'size': 19590, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://iypq1m6p8spyyjmjcpx9ht75ru9lsnucehl2bfcjeokvam8jmux00t6kgy1ikh5pf55ihaa50oz5dlfq3r9bjoj8okt4zqy84vwyrrnitkhtrx5giluf3brjg1wkrpw9/val/generations.table.json', '_latest_artifact_path': 'wandb-client-artifact://xd0unsjtk5ttklmuxqja151m0cz4z7qowx6tv9oioyizwcqcrfvwy27kw2m1b51iwzm632k59boib754l264oeh9mtx4rzr8pdte5fdtb09sa44gjd4i5vf47191kuhx:latest/val/generations.table.json', 'ncols': 10, 'path': 'media/table/val/generations_0_dda34b0c70db46570ca8.table.json', 'sha256': 'dda34b0c70db46570ca8c1d69783a435cd37beefe23f92b6fd2b86078a6d9579'}",,,,,1705.437756497948,0.3677062374245473
1729.7068062827225,-2.4748666286468506,0.001275620743399486,0.0,-0.006998926401138306,17.790190811000002,0.0,96.39921348400003,0.373046875,461.0,,,0.373046875,0.26522174100000484,1037103.0,0.0072324205248150975,0.0,0.625,2.0,0.373046875,164.85345840454102,0.0,-0.006998926401138306,1037103.0,,18.210808911999948,785.266937096,2048.0,7.520542010297504e-05,1e-06,,717.0,0.373046875,1.0172194606639096e-06,2.4748666286468506,2.4748666286468506,5.382198952879581,0.75,182.685928676,0.373046875,0.001,1037103.0,97.203125,,1037103.0,0.04812997694346664,36.0623893737793,2,1.0,0.00025573326950168384,0.2825222313404083,1037103.0,-2.4748666286468506,49.91574347800008,,1.0,1928.388671875,0.11637822189368308,,35.0,,0.0,0.373046875,0.09763577051760551,1928.388671875,7.919003115264798,,0.0,6.97265625,5676.9725370547785,1779932373.961709,0.0019878458697348833,0.01715373575334369,180.03515625,1037103.0,,,182.685928676,2046.607476635514,0.373046875,,
1709.9292452830189,-2.4748666286468506,0.0007741749339567667,0.0,-0.011155437678098679,12.315193904000012,0.0,95.17748430400002,0.4140625,452.0,,,0.4140625,0.24722204099998635,1024168.0,0.011347106460368994,0.0,0.640625,3.0,0.4140625,164.85345840454102,0.0,-0.011155437678098679,1024168.0,,12.054457876000015,956.200573669,2048.0,4.921481773966331e-05,1e-06,,770.0,0.4140625,1.0299446523387097e-06,1.6201815605163574,1.6201815605163574,5.599056603773585,0.68359375,165.02862627600007,0.4140625,0.001,1024168.0,104.375,,1024168.0,0.0441200750179658,35.8971061706543,3,1.0,0.00024138817166713503,0.25220414996147156,1024168.0,-2.4748666286468506,45.186368990999995,,1.0,1895.953125,0.11344590038061142,,37.0,,0.0,0.4140625,0.09804753165047264,1895.953125,8.123333333333333,,987335.0,7.078125,6206.002092552979,1779932539.2820222,0.001860988442786038,0.012024583763601295,201.2890625,1024168.0,,,165.02862627600007,2027.41,0.4140625,,
1756.497382198953,-2.4748666286468506,0.0014242387223930564,0.0,-0.005007487256079912,12.529347788999871,0.0,99.96916111600001,0.373046875,277.0,,,0.373046875,0.2749249119999604,1035379.0,0.005072836909675971,0.0,0.578125,4.0,0.373046875,164.89067697525024,0.0,-0.005007487256079912,1035379.0,,12.648785650000036,1123.122585451,2048.0,3.29064566813031e-05,1e-06,,788.0,0.373046875,2.018212285292975e-06,2.4748666286468506,2.4748666286468506,6.439790575916231,0.794921875,170.63710508500003,0.373046875,0.001,1035379.0,82.96875,,1035379.0,0.0436297092774724,35.83405303955078,4,1.0,0.0002655307013180298,0.30331048369407654,1035379.0,-2.4748666286468506,45.173284762000094,,1.0,1939.255859375,0.11699591157957911,,34.0,,0.0,0.373046875,0.10068411904534097,1939.255859375,8.791277258566979,,1958063.0,7.9140625,6067.724833260873,1779932710.2157817,0.0020685591734945774,0.012101218770131393,201.2890625,1035379.0,,,170.63710508500003,2048.0,0.373046875,,
1685.4179894179895,-2.4748666286468506,0.0011549578302947339,0.0,-0.008633701130747795,12.32684749300006,0.0,97.17016714700003,0.369140625,328.0,,,0.369140625,0.24590747599995666,1024688.0,0.008662077536428114,0.0,0.71875,5.0,0.369140625,164.89067697525024,0.0,-0.008633701130747795,1024688.0,,12.082348195000122,1294.029622061,2048.0,0.00016707825116668573,1e-06,,743.0,0.369140625,1.0068303026855574e-06,2.4748666286468506,2.4748666286468506,6.28042328042328,0.744140625,166.62225207300003,0.369140625,0.001,1024688.0,87.1875,,1024688.0,0.04367480517777128,35.83214569091797,5,1.0,0.000239982781100156,0.26340675354003906,1024688.0,-2.4748666286468506,44.7530487680001,,1.0,1914.15625,0.1247318466193974,,33.0,,0.0,0.369140625,0.09914837553568807,1914.15625,9.356037151702786,,2950962.0,8.220703125,6149.766836371092,1779932877.1364844,0.002114136004820466,0.012029854446426678,211.734375,1024688.0,,,166.62225207300003,2048.0,0.369140625,,
1761.685534591195,-2.4748666286468506,0.00041353803306154794,0.0,-0.002773206913843751,12.676746420999962,0.0,99.05687076999993,0.310546875,394.0,,,0.310546875,0.24554960099999334,1052802.0,0.0029746529180556536,0.0,0.796875,6.0,0.310546875,164.97439622879028,0.0,-0.002773206913843751,1052802.0,,12.51126116699993,1457.794817099,2048.0,0.00011467868755448073,1e-06,,789.0,0.310546875,0.0,2.4748666286468506,2.4748666286468506,5.389937106918239,0.791015625,170.61328641600016,0.310546875,0.001,1052802.0,99.03125,,1052802.0,0.043771171623914196,35.86659240722656,6,1.0,0.00023323436030705995,0.15781381726264954,1052802.0,-2.4748666286468506,46.08237702800011,,1.0,1957.22265625,0.11780149376753604,,35.0,,0.0,0.310546875,0.09884948455141107,1957.22265625,8.362606232294617,,3931010.0,7.439453125,6170.691756285564,1779933048.0459867,0.002252579666674137,0.012040959668579621,211.939453125,1052802.0,,,170.61328641600016,2045.2974504249291,0.310546875,,
1626.0135746606336,-2.4748666286468506,0.0010125921635335544,0.0,-0.0016118171624839306,12.080681424999966,0.0,95.17093303600018,0.431640625,390.0,,,0.431640625,0.24268881000011788,1003493.0,0.0017074400093406439,0.0,0.703125,7.0,0.431640625,164.97439622879028,0.0,-0.0016118171624839306,1003493.0,,11.885486328999832,1625.490220744,2048.0,-2.4402378130616853e-05,1e-06,,674.0,0.431640625,2.095206582453102e-06,2.4748666286468506,2.4748666286468506,4.850678733031674,0.6953125,163.452789167,0.431640625,0.001,1003493.0,94.09375,,1003493.0,0.04387523355020905,35.83462142944336,7,1.0,0.00024184404873787648,0.24207031726837158,1003493.0,-2.4748666286468506,44.02848974099993,,1.0,1865.853515625,0.12139122560620308,,32.0,,0.0,0.431640625,0.09962235889866942,1865.853515625,9.29553264604811,,4933108.0,7.376953125,6139.344609009575,1779933211.8104038,0.0021518536377698183,0.012038630488702927,211.939453125,1003493.0,,,163.452789167,2048.0,0.431640625,,
1724.225352112676,-2.4748666286468506,0.0007160644718169351,0.0,0.0005227153305895627,12.374760803000072,0.0,97.25146269600009,0.416015625,403.0,,,0.416015625,0.23798736999992798,1023257.0,-0.00040909521993626186,0.0,0.703125,8.0,0.416015625,164.97439622879028,0.0,0.0005227153305895627,1023257.0,,12.100229580999894,1784.48638847,2048.0,3.63958686193655e-05,1e-06,,468.0,0.416015625,0.0,2.4748666286468506,2.4748666286468506,5.098591549295775,0.7421875,167.37975353399997,0.416015625,0.001,1023257.0,87.625,,1023257.0,0.044340460426852656,35.84358215332031,8,1.0,0.00023257829655690406,0.21900804340839386,1023257.0,-2.4748666286468506,45.371686514999965,,1.0,1910.923828125,0.11599429743364453,,31.0,,0.0,0.416015625,0.09939918079544732,1910.923828125,7.695652173913044,,5888425.0,6.615234375,6113.385749442778,1779933379.506775,0.002081071026623249,0.01209350222182704,211.939453125,1023257.0,,,167.37975353399997,2043.923076923077,0.416015625,,
1586.4444444444443,-2.4748666286468506,0.0008371300458337271,0.0,-0.00970593374222517,11.78833246499994,0.0,91.71134996299998,0.439453125,315.0,,,0.439453125,0.23231872500014106,981348.0,0.009790766601180357,0.0,0.71875,9.0,0.439453125,164.97439622879028,0.0,-0.00970593374222517,981348.0,,11.569549126000084,1959.066414051,2048.0,4.081739403303683e-06,1e-06,,762.0,0.439453125,3.1932726297752873e-06,2.4748666286468506,2.4748666286468506,4.866666666666666,0.640625,158.69759898899997,0.439453125,0.001,981348.0,80.359375,,981348.0,0.04417357398598662,35.83142852783203,9,1.0,0.00023673429303380764,0.2278236597776413,981348.0,-2.4748666286468506,43.349648484,,1.0,1836.3359375,0.11485560815180501,,30.0,,0.0,0.439453125,0.09754409677367887,1836.3359375,8.738675958188153,,6866818.0,7.037109375,6183.760852412276,1779933538.5004177,0.0025327648036181927,0.012012387516966396,211.939453125,981348.0,,,158.69759898899997,2032.2439024390244,0.439453125,,
1714.717105263158,-2.4748666286468506,0.0011182395586123068,0.0,-0.0068215420469641685,12.628845921999982,0.0,102.67717076999998,0.296875,324.0,,,0.296875,0.24486263500011773,1047692.0,0.007001226655010021,0.0,0.6875,10.0,0.296875,164.97439622879028,0.0,-0.0068215420469641685,1047692.0,,12.362165910000158,2127.948850361,2048.0,9.412581061434884e-05,1e-06,,957.0,0.296875,0.0,2.4748666286468506,2.4748666286468506,6.467105263157895,0.80078125,174.22661043800008,0.296875,0.001,1047692.0,97.34375,,1047692.0,0.044162329184531425,35.859718322753906,10,1.0,0.0002337162400783033,0.2683124542236328,1047692.0,-2.4748666286468506,46.268518988000096,,1.0,1948.9296875,0.1278652645873301,,35.0,,0.0,0.296875,0.10289819609521249,1948.9296875,9.027777777777779,,7807022.0,8.267578125,6013.386803348444,1779933713.0827577,0.0028724875301122665,0.012053968076495747,211.939453125,1047692.0,,,174.22661043800008,2047.8194444444443,0.296875,,
