timing_s/adv,perf/max_memory_allocated_gb,actor/kl_coef,timing_s/ref,critic/rewards/mean,timing_per_token_ms/update_actor,critic/returns/max,timing_s/save_checkpoint,difficulty/verification/unknown,difficulty/reward/unknown,timing_per_token_ms/gen,critic/advantages/max,perf/mfu/actor,val/openai/gsm8k/reward/unknown,critic/score/under_2k,val/openai/gsm8k/test_score/,val/openai/gsm8k/1_length/unknown,critic/rewards/min,actor/pg_loss,response_length/clip_ratio,difficulty/1_length/unknown,perf/cpu_memory_used_gb,prompt_length/clip_ratio,critic/score/under_4k,_runtime,val/generations,prompt_length/min,_step,difficulty/length/unknown,val/openai/gsm8k/test_score/unknown,critic/score/max,difficulty/0_length/unknown,timing_s/old_log_prob,global_seqlen/max,actor/entropy,val/openai/gsm8k/0_length/mean,perf/time_per_step,steps/steps,timing_s/gen,global_seqlen/balanced_min,critic/advantages/min,val/openai/gsm8k/1_length/mean,response_length/max,difficulty/1_verification/unknown,actor/lr,actor/kl_loss,response_length/mean,steps/compute_matched_steps,critic/score/under_16k,critic/returns/min,global_seqlen/minmax_diff,timing_s/step,global_seqlen/min,critic/returns/mean,critic/score/mean,global_seqlen/balanced_max,timing_s/testing,actor/grad_norm,perf/max_memory_reserved_gb,global_seqlen/mean,response_length/min,perf/throughput,timing_s/update_actor,val/openai/gsm8k/reward/mean,difficulty/0_verification/unknown,difficulty/zero_advantage_ratio/unknown,critic/score/under_8k,perf/total_num_tokens,critic/rewards/max,_timestamp,val/openai/gsm8k/length/unknown,val/openai/gsm8k/length/mean,val/openai/gsm8k/0_length/unknown,actor/pg_clipfrac_lower,timing_per_token_ms/adv,actor/ppo_kl,critic/advantages/mean,timing_per_token_ms/ref,critic/score/min,prompt_length/max,prompt_length/mean,actor/pg_clipfrac
,,,,,,,,,,,,,0.003601213040181956,,0.003601213040181956,651.8947368421053,,,,,,,,465.005201236,"{'log_mode': 'IMMUTABLE', 'nrows': 1, 'artifact_path': 'wandb-client-artifact://gnxllsce8sks74kned66bgf2r15mcjdcrcyamy48g56383obrk1ywz48i3c788z6ziv3mp8hy7a93cuin4ildlx0fvlpsr9f8mvcr5bcfrqm2399jiy8gzt83rmegd9t/val/generations.table.json', '_latest_artifact_path': 'wandb-client-artifact://d9l1igh253kbdjezyz1m2o2sahiqx10711szj8epdmqjjpity1buglw4b1gczzjavg2gzmifexgv71ptb6ejbjq99jusylalqm9lmzi9n3d6c2on0mla1hfm4ww91q1y:latest/val/generations.table.json', 'size': 10617, '_type': 'table-file', 'path': 'media/table/val/generations_0_78c6d7d5080e2f2b03cf.table.json', 'ncols': 10, 'sha256': '78c6d7d5080e2f2b03cfc799de8d0ab94f2cadcb658198e4c8613183517e0ca8'}",,0,,0.003601213040181956,,,,,,902.8388814913449,,,,,,651.8947368421053,,,,,,,,,,,,,,,,,,,,,,0.003601213040181956,,,,,,1780509868.0911038,901.9351781652767,901.9351781652767,902.8388814913449,,,,,,,,,
0.13704788600000484,130.0097098350525,0.001,10.12195482200002,0.00390625,0.04848317405089396,1.6201815605163574,,3.48828125,0.00390625,0.07583438544380527,1.6201815605163574,0.0,,0.00390625,,,0.0,0.00016762328244024707,0.5234375,484.5,35.898075103759766,0.0,0.00390625,535.144083629,,45.0,1,863.625,,1.0,865.1117647058824,8.46346853,485088.0,0.10426309921087758,,75.81436231900005,1.0,33.53214521800004,485088.0,-0.5400605201721191,,1024.0,1.0,1e-06,0.001960338791832328,863.625,0.0,0.00390625,-0.5400605201721191,0.0,75.81436231900005,485088.0,-0.0001697696279734373,0.00390625,485088.0,,0.00523697305470705,138.115234375,485088.0,349.0,6398.365496486286,23.51860593400005,,3.4980392156862745,0.984375,0.00390625,485088.0,1.0,1780509945.154277,,,,0.0,0.0002825216991556271,2.894272885986806e-06,-0.0001697696279734373,0.020866223905765598,0.0,149.0,83.8125,0.0
0.16754460599997856,130.32418203353882,0.001,6.333042395000007,0.005859375,0.04529871737321833,2.4748666286468506,,3.52734375,0.005859375,0.07767139197223344,2.4748666286468506,0.0,,0.005859375,,,0.0,0.0016224145168258297,0.515625,686.6666666666666,35.994972229003906,0.0,0.005859375,608.707791883,,54.0,2,880.099609375,,1.0,881.2396856581532,6.076788597000018,494019.0,0.10148423789970336,,69.983532922,2.0,34.99958360800008,494019.0,-0.35355237126350403,,1024.0,2.3333333333333335,1e-06,0.001984997186809778,880.099609375,442176.0,0.005859375,-0.35355237126350403,0.0,69.983532922,494019.0,-0.0016272738575935364,0.005859375,494019.0,,0.18843549489974976,156.115234375,494019.0,371.0,7059.074890526145,22.378427057999943,,3.5343811394891946,0.953125,0.005859375,494019.0,1.0,1780510015.2938392,,,,0.0,0.0003391460773775473,0.0001266790144830837,-0.0016272738575935364,0.012819430821486637,0.0,141.0,84.78125,0.0002784366971032033
0.1401891309999428,130.54955959320068,0.001,6.5560096319999275,0.001953125,0.04493731414205751,2.4748666286468506,,3.853515625,0.001953125,0.07673857149136147,2.4748666286468506,0.0,,0.001953125,,,0.0,-0.0005331652408296412,0.654296875,749.0,35.99589157104492,0.0,0.001953125,676.092576471,,54.0,3,937.61328125,,1.0,937.9823874755382,6.294199484999922,524266.0,0.10682859542694959,,73.4087624949999,3.0,36.838965153000004,524266.0,-0.35355237126350403,,1024.0,2.0,1e-06,0.0017674292903393507,937.61328125,892787.0,0.001953125,-0.35355237126350403,0.0,73.4087624949999,524266.0,0.0005228994996286929,0.001953125,524266.0,,0.0953800305724144,156.115234375,524266.0,342.0,7141.735975125713,23.559105935999924,,3.857142857142857,0.984375,0.001953125,524266.0,1.0,1780510088.8576298,,,,0.0,0.0002674007679306741,9.97595764629571e-05,0.0005228994996286929,0.012505120744049638,0.0,168.0,86.34375,6.408242078385118e-05
0.1328173690000085,130.54955959320068,0.001,5.94450919999997,0.001953125,0.04443316417608227,2.4748666286468506,,3.310546875,0.001953125,0.08007752325540644,2.4748666286468506,0.0,,0.001953125,,,0.0,0.0004401364363729954,0.466796875,583.0,35.99470138549805,0.0,0.001953125,744.774196968,,49.0,4,836.373046875,,1.0,836.8688845401174,6.010517542000002,469167.0,0.10465738102793694,,67.24534124000002,4.0,34.29103724099991,469167.0,-0.35355237126350403,,1024.0,3.0,1e-06,0.0019388216314837337,836.373046875,1372845.0,0.001953125,-0.35355237126350403,0.0,67.24534124000002,469167.0,-0.00042024385766126215,0.001953125,469167.0,,0.11630912870168686,156.115234375,469167.0,275.0,6976.944296044737,20.846574336999993,,3.3111545988258317,0.984375,0.001953125,469167.0,1.0,1780510156.2426362,,,,0.0,0.00028309188199512864,0.00018063861439942912,-0.00042024385766126215,0.012670348085010179,0.0,129.0,79.96875,9.967137642282371e-05
0.13711686700003156,130.54955959320068,0.001,6.119966535000003,0.005859375,0.044519871971638855,2.4748666286468506,,3.447265625,0.005859375,0.07873659559833983,2.4748666286468506,0.0,,0.005859375,,,0.0,-0.0010357672348618508,0.546875,702.0,35.99365997314453,0.0,0.005859375,812.348118165,,52.0,5,864.109375,,1.0,865.0648330058939,5.8928353710000465,483760.0,0.11036731948455175,,68.54101395600003,5.0,34.8349595709999,483760.0,-0.5400605201721191,,1024.0,1.6666666666666667,1e-06,0.0022857498843222857,864.109375,1801068.0,0.005859375,-0.5400605201721191,0.0,68.54101395600003,483760.0,0.0010047899559140205,0.005859375,483760.0,,0.16699527204036713,156.115234375,483760.0,331.0,7057.963868327804,21.536933265000016,,3.4577603143418467,0.96875,0.005859375,483760.0,1.0,1780510224.924133,,,,2.262955482971544e-06,0.00028343986067478,-8.567075107445514e-05,0.0010047899559140205,0.012650832096494136,0.0,141.0,80.734375,0.00017908980516949667
0.13246541299997716,130.54955959320068,0.001,6.280427200999952,0.017578125,0.04430776806611068,2.4748666286468506,,3.1640625,0.017578125,0.0790886593388008,2.4748666286468506,0.0,,0.017578125,,,0.0,-0.001712698396295309,0.4296875,814.0,36.00054931640625,0.0,0.017578125,882.643394936,,44.0,6,843.046875,,1.0,843.5666003976144,5.7825412150000375,475808.0,0.10248189195990562,,67.435180242,6.0,34.13782891699998,475808.0,-0.5400605201721191,,1024.0,2.2222222222222223,1e-06,0.0026843047235161066,843.046875,2243492.0,0.017578125,-0.5400605201721191,0.0,67.435180242,475808.0,0.0017331743147224188,0.017578125,475808.0,,0.29172176122665405,156.115234375,475808.0,369.0,7055.783024416936,21.08199050799999,,3.1809145129224654,0.890625,0.017578125,475808.0,1.0,1780510292.4979577,,,,2.3274216800928118e-06,0.0002784009789662577,0.00022148398058353299,0.0017331743147224188,0.013199498959664302,0.0,162.0,86.265625,0.00042885553266387434
0.1335985130000381,130.54955959320068,0.001,6.0946680880000486,0.021484375,0.04422427907650833,2.4748666286468506,,3.36328125,0.021484375,0.08280908076469763,2.4748666286468506,0.0,,0.021484375,,,0.0,0.0011099478850762048,0.474609375,714.5454545454545,36.00067138671875,0.0,0.021484375,952.408116048,,48.0,7,856.751953125,,1.0,859.874251497006,6.169108448999964,482993.0,0.10326124653220177,,70.10134286300001,7.0,36.32478294099997,482993.0,-0.5400605201721191,,1024.0,2.4545454545454546,1e-06,0.0024857274256646633,856.751953125,2675132.0,0.021484375,-0.5400605201721191,0.0,70.10134286300001,482993.0,-0.0010666874004527926,0.021484375,482993.0,,0.19410352408885956,156.115234375,482993.0,259.0,6889.925075243133,21.36001722399999,,3.3832335329341316,0.859375,0.021484375,482993.0,1.0,1780510362.7814412,,,,0.0,0.0002766054849656995,0.0001266712151542985,-0.0010666874004527926,0.01261854330808117,0.0,170.0,86.59375,0.000313213368402406
0.13235468300001685,130.54955959320068,0.001,6.105584894000003,0.02734375,0.044423207956070174,2.4748666286468506,,3.173828125,0.02734375,0.08139370277454758,2.4748666286468506,0.0,,0.02734375,,,0.0,0.0020516952800173913,0.4765625,746.7857142857143,36.02949523925781,0.0,0.02734375,1022.386659205,,48.0,8,863.31640625,,1.0,866.5923694779117,5.847884240999974,484410.0,0.1030252811408812,,69.60160810599996,8.0,35.977481712999975,484410.0,-0.5400605201721191,,1024.0,1.8571428571428572,1e-06,0.0027104245964437723,863.31640625,3113789.0,0.02734375,-0.5400605201721191,0.0,69.60160810599996,484410.0,-0.0020352834835648537,0.02734375,484410.0,,0.3075147867202759,156.115234375,484410.0,292.0,6959.752988210653,21.519046165999953,,3.210843373493976,0.8125,0.02734375,484410.0,1.0,1780510432.5580378,,,,0.0,0.0002732286348341629,0.00019040102638574616,-0.0020352834835648537,0.012604167738073126,0.0,194.0,82.796875,0.0006150243355096468
0.1348091840000052,130.54955959320068,0.001,6.113756740999861,0.041015625,0.044452238028501345,2.4748666286468506,,3.64453125,0.041015625,0.08231490608071242,2.4748666286468506,0.0,,0.041015625,,,0.0,0.0023927124697835215,0.51953125,766.7142857142857,36.007110595703125,0.0,0.041015625,1090.913711696,,49.0,9,859.53125,,1.0,863.5010183299389,5.85850404100006,483064.0,0.1110030006497137,,69.82470364000005,9.0,36.22514386799992,483064.0,-0.935412585735321,,1024.0,2.1904761904761907,1e-06,0.004015481099486351,859.53125,3555807.0,0.041015625,-0.935412585735321,0.0,69.82470364000005,483064.0,-0.0023269562516361475,0.041015625,483064.0,,0.3625548481941223,156.115234375,483064.0,255.0,6918.239173496041,21.473275910999973,,3.706720977596741,0.78125,0.041015625,483064.0,1.0,1780510502.5364943,,,,0.0,0.00027907106304755723,0.00012539276776219447,-0.0023269562516361475,0.01265620443874903,0.0,165.0,83.953125,0.001070179018913017
