critic/returns/max,timing_per_token_ms/ref,perf/throughput,actor/pg_clipfrac_lower,val/generations,critic/score/min,critic/rewards/min,critic/rewards/max,timing_s/adv,prompt_length/min,perf/max_memory_allocated_gb,difficulty/verification/unknown,perf/cpu_memory_used_gb,timing_per_token_ms/update_actor,critic/advantages/mean,critic/score/under_2k,timing_per_token_ms/adv,val/openai/gsm8k/reward/unknown,timing_s/save_checkpoint,difficulty/reward/unknown,perf/mfu/actor,actor/pg_clipfrac,actor/grad_norm,actor/ppo_kl,global_seqlen/balanced_max,_step,critic/rewards/mean,timing_s/step,difficulty/0_length/unknown,prompt_length/mean,actor/pg_loss,steps/compute_matched_steps,val/openai/gsm8k/length/unknown,critic/advantages/max,_runtime,actor/kl_coef,difficulty/0_verification/unknown,response_length/max,prompt_length/clip_ratio,prompt_length/max,critic/score/under_4k,timing_s/gen,val/openai/gsm8k/1_length/mean,val/openai/gsm8k/reward/mean,val/openai/gsm8k/length/mean,val/openai/gsm8k/0_length/mean,critic/advantages/min,perf/total_num_tokens,global_seqlen/minmax_diff,timing_s/ref,timing_s/old_log_prob,difficulty/1_verification/unknown,critic/returns/min,perf/time_per_step,perf/max_memory_reserved_gb,difficulty/1_length/unknown,critic/score/mean,critic/score/max,timing_s/testing,val/openai/gsm8k/1_length/unknown,global_seqlen/min,actor/entropy,timing_s/update_actor,global_seqlen/mean,critic/returns/mean,_timestamp,actor/lr,val/openai/gsm8k/test_score/,difficulty/length/unknown,difficulty/zero_advantage_ratio/unknown,response_length/clip_ratio,steps/steps,response_length/min,global_seqlen/balanced_min,timing_per_token_ms/gen,critic/score/under_16k,global_seqlen/max,response_length/mean,val/openai/gsm8k/test_score/unknown,actor/kl_loss,critic/score/under_8k,val/openai/gsm8k/0_length/unknown
,,,,"{'nrows': 1, 'path': 'media/table/val/generations_0_e3007288f4bce997ae5a.table.json', 'artifact_path': 'wandb-client-artifact://yldy8x8vvagmqyha97nljmuegjol1oq080fnk6s3ksyb66ey3ifp8jr2etbz7vdek7ql37db276nsfefymx1vu7ui1ui7kqc8q3nhj7cmjiqukk2tonl04r0gvsfdqzr/val/generations.table.json', '_type': 'table-file', 'size': 10333, 'log_mode': 'IMMUTABLE', 'sha256': 'e3007288f4bce997ae5aa6e93d48b60db0d6efdbf6a4eb2cadf93e536fdcf2b5', '_latest_artifact_path': 'wandb-client-artifact://6yxxwz1a3quxti2lnqoauuvojqdorxd6gjgm03ulnuomsrhhet7imlk2154rhfju7l01rmnqv0018bc89qc4meo0qm4j39rsr1ewjv7grl20t4sh840k0c5y17s5t73o:latest/val/generations.table.json', 'ncols': 10}",,,,,,,,,,,,,0.003032600454890068,,,,,,,,0,,,,,,,902.9346095526914,,557.823744587,,,,,,,,759.375,0.003032600454890068,902.9346095526914,903.3712927756654,,,,,,,,,,,,,,759.375,,,,,,1779475389.3096926,,0.003032600454890068,,,,,,,,,,,0.003032600454890068,,,903.3712927756654
2.4748666286468506,0.02369273107639124,5311.933507565564,0.0,,0.0,0.0,1.0,0.13754849999997987,49.0,78.9424409866333,3.681640625,35.35612106323242,0.05311703583204263,-0.0002019466774072498,0.005859375,0.00027704573973324337,,,0.005859375,0.0,0.0,0.14408481121063232,1.0828078785607431e-05,496483.0,1,0.005859375,93.46559012699993,882.573673870334,87.390625,0.00020327477250248194,0.0,,2.4748666286468506,644.923768514,0.001,3.68762278978389,1024.0,0.0,203.0,0.005859375,46.05611812099994,,,,,-0.5400605201721191,496483.0,0.0,11.763038202999951,9.098472791999939,2.6666666666666665,-0.5400605201721191,93.46559012699993,87.255859375,836.3333333333334,0.005859375,1.0,,,496483.0,0.10627332772128284,26.37170530100002,496483.0,-0.0002019466774072498,1779475484.0918326,1e-06,,882.302734375,0.96875,0.55078125,1.0,304.0,496483.0,0.10195293769411085,0.005859375,496483.0,882.302734375,,0.001758258556947112,0.005859375,
2.4748666286468506,0.013460909906238883,5730.5217705891655,0.0,,0.0,0.0,1.0,0.13694416500004536,44.0,80.08662605285645,3.607421875,35.44063949584961,0.048086331644522744,-0.0017446058336645365,0.005859375,0.0002748883739043548,,,0.005859375,0.0,0.0004959702679526902,0.20703434944152832,0.00023515272474586738,498181.0,2,0.005859375,86.93466667500002,887.106090373281,86.0,0.0017712786192855528,451739.0,,2.4748666286468506,732.421762433,0.001,3.612966601178782,1024.0,0.0,149.0,0.005859375,49.746023598999955,,,,,-0.35355237126350403,498181.0,0.0,6.7059695579999925,6.371495409999966,2.6666666666666665,-0.35355237126350403,86.93466667500002,87.84375,870.6666666666666,0.005859375,1.0,,,498181.0,0.10881453656381176,23.955696784999986,498181.0,-0.0017446058336645365,1779475571.1925275,1e-06,,887.009765625,0.953125,0.54296875,2.0,333.0,498181.0,0.10953678990595588,0.005859375,498181.0,887.009765625,,0.0020979910623282194,0.005859375,
2.4748666286468506,0.01329755262379535,5766.907699624473,0.0,,0.0,0.0,1.0,0.13286976799997774,48.0,80.10825872421265,3.705078125,35.4647331237793,0.049134378973905976,0.0004904523375444114,0.005859375,0.00026375870810210864,,,0.005859375,0.0,0.0002043131347407677,0.16179147362709045,0.00014511151247490722,503755.0,3,0.005859375,87.35270724600002,898.5363457760315,85.625,-0.00043143617409852243,905888.0,,2.4748666286468506,818.995183298,0.001,3.7151277013752457,1024.0,0.0,160.0,0.005859375,49.005590810999934,,,,,-0.35355237126350403,503755.0,0.0,6.6987086220000265,6.7449050769999985,2.0,-0.35355237126350403,87.35270724600002,101.560546875,853.3333333333334,0.005859375,1.0,,,503755.0,0.1041159896600631,24.751689080000006,503755.0,0.0004904523375444114,1779475658.6903768,1e-06,,898.271484375,0.953125,0.568359375,3.0,336.0,503755.0,0.10655358231629744,0.005859375,503755.0,898.271484375,,0.0020039300434291363,0.005859375,
2.4748666286468506,0.013415916945765723,5720.916282200719,0.0,,0.0,0.0,1.0,0.1343579240000281,49.0,80.10825872421265,3.47265625,35.466339111328125,0.048928756957253135,9.030151704791933e-05,0.013671875,0.00027173317315476675,,,0.013671875,0.0,0.00026251339022564935,0.21549677848815918,4.451538211469597e-05,494448.0,4,0.013671875,86.42811319200007,883.7029702970297,85.640625,-5.187680653762072e-05,1365803.0,,2.4748666286468506,906.904130651,0.001,3.4732673267326732,1024.0,0.0,173.0,0.013671875,49.11866508200001,,,,,-0.7245674133300781,494448.0,0.0,6.63347330199997,6.330299081000021,3.4285714285714284,-0.7245674133300781,86.42811319200007,101.560546875,618.5714285714286,0.013671875,1.0,,,494448.0,0.10542158433236182,24.192726019999895,494448.0,9.030151704791933e-05,1779475745.2639217,1e-06,,880.078125,0.9375,0.50390625,4.0,368.0,494448.0,0.10900724607634267,0.013671875,494448.0,880.078125,,0.0022150257136672735,0.013671875,
2.4748666286468506,0.013303545147709423,5732.401912092369,2.171646883653011e-06,,0.0,0.0,1.0,0.138713732000042,47.0,80.10825872421265,3.671875,35.46451950073242,0.04812375847476145,0.0004001398046966642,0.015625,0.00027572787736401225,,,0.015625,0.0,0.0005409876002886449,0.2325117290019989,0.00012578691035969314,503082.0,5,0.015625,87.76111789000004,898.4642857142857,84.796875,-0.00037903786869719625,1816403.0,,2.4748666286468506,995.3257131,0.001,3.6865079365079363,1024.0,0.0,148.0,0.015625,50.309118205000004,,,,,-0.5400605201721191,503082.0,0.0,6.692774099999951,6.391008160999945,2.75,-0.5400605201721191,87.76111789000004,101.560546875,855.0,0.015625,1.0,,,503082.0,0.11112699168734252,24.21019666099994,503082.0,0.0004001398046966642,1779475833.1724029,1e-06,,897.78515625,0.890625,0.54296875,5.0,406.0,503082.0,0.10944711639538275,0.015625,503082.0,897.78515625,,0.0028767245821654797,0.015625,
2.4748666286468506,0.013416330202776487,5639.962807058374,0.0,,0.0,0.0,1.0,0.13353667799992763,54.0,80.10825872421265,3.373046875,35.493534088134766,0.04839030713533978,0.00251024030148983,0.013671875,0.0002682062592388803,,,0.013671875,0.0,0.0001433185420864902,0.17111274600028992,3.74740569242249e-05,497888.0,6,0.013671875,88.27859633700007,885.4297029702971,86.921875,-0.0025579337670933455,2276069.0,,2.4748666286468506,1084.006348502,0.001,3.39009900990099,1024.0,0.0,141.0,0.013671875,50.94101173700005,,,,,-0.5400605201721191,497888.0,0.0,6.67982981199998,6.411253579000004,2.142857142857143,-0.5400605201721191,88.27859633700007,101.560546875,891.7142857142857,0.013671875,1.0,,,497888.0,0.10597979370504618,24.092953239000053,497888.0,0.00251024030148983,1779475921.5941813,1e-06,,885.515625,0.90625,0.556640625,6.0,223.0,497888.0,0.11235732124865468,0.013671875,497888.0,885.515625,,0.0017722751945257187,0.013671875,
2.4748666286468506,0.013956306811769507,5684.416620432953,8.556578904972412e-06,,0.0,0.0,1.0,0.13387677900004746,52.0,80.10825872421265,3.7265625,35.515682220458984,0.048351797765043496,-0.003877383889630437,0.029296875,0.00026601065618079835,,,0.029296875,0.0,0.000985948511697643,0.3234589099884033,0.00010671612290025223,503276.0,7,0.029296875,88.53608621700005,901.3138832997988,84.265625,0.003955277978093363,2729453.0,,2.4748666286468506,1169.122461027,0.001,3.7686116700201207,1024.0,0.0,136.0,0.029296875,50.613775299000054,,,,,-0.7245674133300781,503276.0,0.0,7.02387426700011,6.409592896000049,2.3333333333333335,-0.7245674133300781,88.53608621700005,101.560546875,811.9333333333333,0.029296875,1.0,,,503276.0,0.11065588612109423,24.334299372000032,503276.0,-0.003877383889630437,1779476010.2750528,1e-06,,898.6953125,0.796875,0.58984375,7.0,318.0,503276.0,0.10999838154920773,0.029296875,503276.0,898.6953125,,0.0022471873089671135,0.029296875,
2.4748666286468506,0.013386262847943815,5687.115742234966,4.578209500910054e-06,,0.0,0.0,1.0,0.13037378000012723,51.0,80.10825872421265,3.62890625,35.484405517578125,0.04839732539915722,0.000805178249720484,0.060546875,0.0002697753213540463,,,0.060546875,0.0,0.0009265782043052416,0.3481754958629608,6.675927779137817e-05,483268.0,8,0.060546875,84.97593892999998,861.8066528066528,83.859375,-0.0006986287302307544,3189585.0,,2.4748666286468506,1256.183728801,0.001,3.731808731808732,1024.0,0.0,140.0,0.060546875,48.787959940000064,,,,,-1.20761239528656,483268.0,0.0,6.469152474000111,6.1807961770000475,2.032258064516129,-1.20761239528656,84.97593892999998,101.560546875,832.3548387096774,0.060546875,1.0,,,483268.0,0.10877789797321442,23.388878650999914,483268.0,0.000805178249720484,1779476095.3911254,1e-06,,860.0234375,0.6875,0.5078125,8.0,312.0,483268.0,0.11079812491483713,0.060546875,483268.0,860.0234375,,0.002897975267842412,0.060546875,
2.4748666286468506,0.013354326463624371,5773.537315291116,2.1532652035896335e-06,,0.0,0.0,1.0,0.13445922199980487,56.0,80.20639419555664,3.884765625,35.4980583190918,0.04806179721903329,-0.006600068882107735,0.064453125,0.00026797089890109546,,,0.064453125,0.0,0.0010294056522862746,0.3479836881160736,0.0002601018725767385,501768.0,9,0.064453125,86.90824577699982,900.2713987473904,87.734375,0.006724643697511525,3629917.0,,2.4748666286468506,1344.909042507,0.001,3.979123173277662,1024.0,0.0,145.0,0.064453125,49.53948477900008,,,,,-0.935412585735321,501768.0,0.0,6.700773680999873,6.398716026000102,2.515151515151515,-0.935412585735321,86.90824577699982,106.021484375,776.3030303030303,0.064453125,1.0,,,501768.0,0.11349164478240474,24.115871866999896,501768.0,-0.006600068882107735,1779476182.4520664,1e-06,,892.28125,0.671875,0.626953125,9.0,300.0,501768.0,0.1084375651836061,0.064453125,501768.0,892.28125,,0.0030781645327806473,0.064453125,
